,_id,brewery,name,category,style,updated,abv,description,ibu,srm,upc
106,beer_Abbot_Ale,Greene King,Abbot Ale,,,2010-07-22 20:00:20,,,,,
107,beer_Abbot_Pennings_Grand_Cru,Egan Brewing,Abbot Pennings Grand Cru,,,2010-07-22 20:00:20,10,,,,
108,beer_Abbot_Pennings_Trippel,Egan Brewing,Abbot Pennings Trippel,,,2010-07-22 20:00:20,,,,,
109,beer_Abby_Road_Belgian_Ale,Zea Rotisserie and Brewery,Abby Road Belgian Ale,,,2010-07-22 20:00:20,,,,,
110,beer_Abhi_beer,Abhi Brewery,Abhi beer,German Lager,Bamberg-Style Bock Rauchbier,2011-09-27 00:36:14,,,,,
111,beer_Abijah_Rowe_IPA,The Cambridge House,Abijah Rowe IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.8,"Traditional English India Pale Ale brewed with all English malt & hopped with a blend of English & American hops. High in strength, bitterness & aroma.",,,
112,beer_Abita_Amber,Abita Brewing Company,Abita Amber,German Lager,Vienna-Style Lager,2011-08-15 11:46:53,,"Abita Amber is a Munich style lager. It has a smooth, malty, slightly caramel flavor and a rich amber color.",,,
113,beer_Abita_Golden,Abita Brewing Company,Abita Golden,North American Lager,American-Style Lager,2011-08-15 11:49:38,,"Abita Golden is a crisp, clean continental lager. Just four ingredients are all it takes.",,,
114,beer_Abita_Jockamo_IPA,Abita Brewing Company,Abita Jockamo IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.5,,,,
115,beer_Abita_Light_Beer,Abita Brewing Company,Abita Light Beer,North American Lager,American-Style Light Lager,2011-08-15 11:50:18,,"Uniquely hand-crafted using 100% all natural ingredients: The result is the smoothest, most flavorful light beer.",,,
116,beer_Abita_Purple_Haze,Abita Brewing Company,Abita Purple Haze,Other Style,Light American Wheat Ale or Lager,2010-07-22 20:00:20,4.75,"Purple Haze is a crisp, American style wheat beer with raspberry puree added after filtration. Therefore, you may see raspberry pulp in the beer. The raspberries provide the lager with a subtle purple coloration and haze, a fruity aroma, and a tartly sweet taste.",,,
117,beer_Abtskelder_Tripel,Gottberg Brew Pub,Abtskelder Tripel,,,2010-07-22 20:00:20,8.4,,,,
118,beer_Abt_12,Brouwerij St. Bernardus,Abt 12,Belgian and French Ale,Belgian-Style Quadrupel,2010-07-22 20:00:20,10,"The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).
A dark ivory coloured beer with a high fermentation. 

The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour.",,,
119,beer_Ace_Fermented_Honey_Cider,California Cider Company,Ace Fermented Honey Cider,,,2010-07-22 20:00:20,,,,,
120,beer_Ace_Pear_Cider,California Cider Company,Ace Pear Cider,,,2010-07-22 20:00:20,,,,,
121,beer_Achel_Blond_5Â°,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,Achel Blond 5Â°,Belgian and French Ale,Other Belgian-Style Ales,2010-07-22 20:00:20,5,,,,
122,beer_Achel_Blond_8Â°,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,Achel Blond 8Â°,Belgian and French Ale,Belgian-Style Tripel,2010-07-22 20:00:20,8,,,,
123,beer_Achel_Bruin_5Â°,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,Achel Bruin 5Â°,North American Ale,Dark American-Belgo-Style Ale,2010-07-22 20:00:20,5,,,,
124,beer_Achel_Bruin_8Â°,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,Achel Bruin 8Â°,Belgian and French Ale,Belgian-Style Dubbel,2010-07-22 20:00:20,8,,,,
125,beer_Achel_Trappist_Extra,Brouwerij der Sint-Benedictusabdij de Achelse Kluis,Achel Trappist Extra,,,2010-07-22 20:00:20,9.5,,,,
126,beer_Acme_California_Brown_Ale,North Coast Brewing Company,Acme California Brown Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,5.6,,,,
127,beer_Acme_California_IPA,North Coast Brewing Company,Acme California IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.5,"Acme IPA is profoundly hoppy, finished with over a pound of fresh whole hops per barrel. The result of this generous hopping is a beer that is deliciously dry, and eminently drinkable in spite of its apparent strength.",,,
128,beer_Acme_California_Pale_Ale,North Coast Brewing Company,Acme California Pale Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,5,"This easy-drinking Pale Ale revives the name of one of the early icons of California brewing. Clean-tasting and pleasantly malty, Acme Pale is brewed with Yakima Valley hops, American two-row malt and British specialty malts for depth.",,,
129,beer_Adam,Hair of the Dog Brewing,Adam,British Ale,Old Ale,2010-07-22 20:00:20,10,,,,
130,beer_Adler_BrÃ¤u_1848_Lager,Appleton Brewing,Adler BrÃ¤u 1848 Lager,,,2010-07-22 20:00:20,,,,,
131,beer_Adler_BrÃ¤u_Bucky_Brau_Barleywine,Appleton Brewing,Adler BrÃ¤u Bucky Brau Barleywine,,,2010-07-22 20:00:20,,,,,
132,beer_Adler_BrÃ¤u_Cherry_Creek_Cherry_Flavored_Lager,Appleton Brewing,Adler BrÃ¤u Cherry Creek Cherry Flavored Lager,,,2010-07-22 20:00:20,,,,,
133,beer_Adler_BrÃ¤u_Classic_Porter,Appleton Brewing,Adler BrÃ¤u Classic Porter,Irish Ale,Porter,2010-07-22 20:00:20,,,,,
134,beer_Adler_BrÃ¤u_Doppel_Bock_Beer,Appleton Brewing,Adler BrÃ¤u Doppel Bock Beer,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,,,,,
135,beer_Adler_BrÃ¤u_Downtown_Brown,Appleton Brewing,Adler BrÃ¤u Downtown Brown,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
136,beer_Adler_BrÃ¤u_Eagle_Lager,Appleton Brewing,Adler BrÃ¤u Eagle Lager,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
137,beer_Adler_BrÃ¤u_Fox_Classic_River_Ale,Appleton Brewing,Adler BrÃ¤u Fox Classic River Ale,North American Ale,American-Style Pale Ale,2010-07-22 20:00:20,,,,,
138,beer_Adler_BrÃ¤u_Ginseng_Lager,Appleton Brewing,Adler BrÃ¤u Ginseng Lager,,,2010-07-22 20:00:20,,,,,
139,beer_Adler_BrÃ¤u_Holiday_Ale,Appleton Brewing,Adler BrÃ¤u Holiday Ale,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
140,beer_Adler_BrÃ¤u_Marquette_Pilsner,Appleton Brewing,Adler BrÃ¤u Marquette Pilsner,,,2010-07-22 20:00:20,,,,,
141,beer_Adler_BrÃ¤u_Oatmeal_Stout,Appleton Brewing,Adler BrÃ¤u Oatmeal Stout,North American Ale,American-Style Stout,2010-07-22 20:00:20,,,,,
142,beer_Adler_BrÃ¤u_Pumpkin_Spice,Appleton Brewing,Adler BrÃ¤u Pumpkin Spice,,,2010-07-22 20:00:20,,,,,
143,beer_Adler_BrÃ¤u_Tailgate_Amber,Appleton Brewing,Adler BrÃ¤u Tailgate Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
144,beer_Adler_BrÃ¤u_Weiss,Appleton Brewing,Adler BrÃ¤u Weiss,German Ale,South German-Style Hefeweizen,2010-07-22 20:00:20,,,,,
145,beer_Adler_BrÃ¤u_Winter_Ale,Appleton Brewing,Adler BrÃ¤u Winter Ale,British Ale,Old Ale,2010-07-22 20:00:20,,,,,
146,beer_Admiral_ESB,Pacific Rim Brewing,Admiral ESB,,,2010-07-22 20:00:20,,,,,
147,beer_Adnam's_Suffolk_Special_Bitter,Adnams & Co.,Adnam's Suffolk Special Bitter,British Ale,Extra Special Bitter,2010-07-22 20:00:20,4.5,"Adnams Suffolk Special Bitter, at 4.5% alcohol by volume, is a dry, crisp, refreshing, and distinctly hoppy example of its style.

This beer is also available in some markets in tradtional cask form, as Adnams Bitter. At only 3.7% alcohol, Adnams Bitter is the classic English 'ordinary,' though we think you'll agree that there's full of flavor.

Despite its rich heritage and enduring fame, Adnams is not a company willing to rest on its laurels. Its continued commitment to quality and innovative packaging designs has made it Britainâs fastest growing brewery over the last two years. To top it off, Adnamsâ head brewer was recently chosen as Britainâs Brewer of the Year by a panel of his peers.",,,
148,beer_Adnams_Explorer,Adnams & Co.,Adnams Explorer,British Ale,Ordinary Bitter,2010-07-22 20:00:20,5.5,A golden bitter suffused with the aromas of a grapefruit grove. The massive citrus attack will burst on your palate allowing all the flavours of the imported New World hops to deliver their fruity bitterness.,,,
149,beer_Adnams_Fisherman,Adnams & Co.,Adnams Fisherman,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,4.5,"The Winter seasonal from Adnams, Fisherman is described as an old ale. If your local pub has the good sense to serve cask beer, look for Fisherman on draught from January through March.

Clean and refreshing yet dark and mysterious, Fisherman is a deep coppery red, conjuring roasted nuts and dark chocolate, with a lingering taste of liquorice and dried fruits.",,,
150,beer_Adnams_Tally_Ho,Adnams & Co.,Adnams Tally Ho,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,7.5,"The original winter warmer, Tally-Ho is actually a barley wine brewed to a nineteenth century recipe. It's sweet; it's heart-warming; it's rich - but watch out, it's got a kick like a drayman's horse!",,,
151,beer_Adriaan,Haarlems Biergenootschap Jopen,Adriaan,,,2010-07-22 20:00:20,5,,,,
152,beer_Ad_Astra_Ale,Free State Brewing,Ad Astra Ale,North American Ale,American-Style Brown Ale,2010-07-22 20:00:20,,,,,
153,beer_Aecht_Schlenkerla_Rauchbier_MÃ¤rzen,Heller Bru Trum,Aecht Schlenkerla Rauchbier MÃ¤rzen,,,2010-07-22 20:00:20,,,,,
154,beer_Aecht_Schlenkerla_Rauchbier_Urbock,Heller Bru Trum,Aecht Schlenkerla Rauchbier Urbock,German Lager,Traditional German-Style Bock,2010-07-22 20:00:20,6,"A smoked bock beer for Bamberg's strong beer season (October through December). Matured for months in ancient rock-cellars underneath Bamberg and tapped freshly from the oakwood cask. Similar to, but much bigger than the classic Maerzen style.",,,
155,beer_Aecht_Schlenkerla_Rauchbier_Weizen,Heller Bru Trum,Aecht Schlenkerla Rauchbier Weizen,North American Lager,American-Style Lager,2010-07-22 20:00:20,,,,,
156,beer_Affligem_Dobbel,Brouwerij De Smedt,Affligem Dobbel,,,2010-07-22 20:00:20,,,,,
157,beer_Affligem_Dubbel,Affligem Brouwerij,Affligem Dubbel,Belgian and French Ale,Belgian-Style Dubbel,2010-07-22 20:00:20,6.8,"A reddish-brown abbey ale brewed with dark malts. The secondary fermentation gives a fruity aroma and a unique, spicy character with a distinctive aftertaste. Secondary fermentation in the bottle. Contains barley malt.",,,
158,beer_Affligem_NoÃ«l,Brouwerij De Smedt,Affligem NoÃ«l,,,2010-07-22 20:00:20,,,,,
159,beer_Affligem_Tripel,Brouwerij De Smedt,Affligem Tripel,,,2010-07-22 20:00:20,,,,,
160,beer_Afterburner_IPA,Flyers Restraunt and Brewery,Afterburner IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6,"A hop lover's delight!  Our I.P.A. is loaded with Ahtanum, Tohmahawk, Palisade, East Kent, Goldings and finished with the ever popular Cascades, balanced with generous amounts of floor malted crisp Maris Otter barley.",,,
161,beer_Agassiz_Amber,Flagstaff Brewing,Agassiz Amber,North American Ale,American-Style Amber/Red Ale,2010-07-22 20:00:20,,,,,
162,beer_Airship_Light,Thirsty Dog Brewing,Airship Light,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,,"A blonde ale that is very light in color and body with no bitterness. A thirst quenching, American light-bodied blonde ale.",,,
163,beer_AK-47_Malt_Liquor,Elysian Brewing - TangleTown,AK-47 Malt Liquor,,,2010-07-22 20:00:20,6,,,,
164,beer_AK_Original_Bitter,McMullen & Sons,AK Original Bitter,,,2010-07-22 20:00:20,,,,,
165,beer_Alaskan_Amber,Alaskan Brewing,Alaskan Amber,British Ale,Old Ale,2010-07-22 20:00:20,5.3,"Alt. The name of this beer style comes from the German word ""alt"" meaning ""old"". This refers to the aging that alts undergo since they ferment more slowly and at colder temperatures than most ales. Slow fermentation helps condition the flavors in Alaskan Amber, contributing to its overall balance and smoothness.

Richly malty and long on the palate, with just enough hop backing to make this beautiful amber colored ""alt"" style beer notably well balanced.

Alaskan Amber is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row pale and specialty malts.  Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches of rainfall we receive each year.",,,
166,beer_Alaskan_Barley_Wine_Ale,Alaskan Brewing,Alaskan Barley Wine Ale,North American Ale,American-Style Barley Wine Ale,2010-07-22 20:00:20,10.4,"Alaskan Barley Wine is produced in small batches each year. Typically this higher alcohol beverage is brewed in the spring, cellared in the tunnels of the Alaska-Juneau Gold Mine for the summer and retrieved in time for its release at the Great Alaska Beer and Barley Wine Festival in January. The cool tunnels of the mine shaft provide natural refrigeration and a prime environment for the aging process. 

Like a fine wine, Alaskan Barley Wine can be aged for years. The bottling of the 2007 vintage of Alaskan Barley Wine will allow individuals to age it to their liking. âWe figured weâd leave it up to individuals as to how long to age their Alaskan Barley Wine,â said Quality Assurance Analyst Ryan Harvey. âSome people like barley wines fresh, and others store it for years.â",,,
167,beer_Alaskan_ESB,Alaskan Brewing,Alaskan ESB,British Ale,Extra Special Bitter,2010-07-22 20:00:20,5,"Extra Special Bitter Ale. Alaskan ESB is darker and hoppier and is brewed and fermented at different temperatures than our popular Alt-style Amber. It has an exquisite copper color derived from Crystal malt and an aggressive, yet pleasant hop character.

Malty with roasted overtones, Alaskan ESB has a crisp finish resulting from the use of premium Northwest hops.

Alaskan ESB is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and from the more than 90 inches of rainfall we receive each year.",,,
168,beer_Alaskan_IPA,Alaskan Brewing,Alaskan IPA,North American Ale,American-Style India Pale Ale,2010-07-22 20:00:20,6.2,"India Pale Ales are characterized by intense hop flavor and aroma accompanied by higher alcohol content. This style possesses medium maltiness and body while also being crisp and dry. Citrus flavors and aromas are moderate to very strong.

Alaskan IPA is honey gold in color with a fruity, citrus aroma. An enticing blend of hops and our dry hopping process, in which hops are added directly to tanks during fermentation, give this brew a very intense, complex aromatic character with a refreshing hop finish.

Alaskan IPA is made from glacier-fed water and a generous blend of the finest quality European and Pacific Northwest hop varieties and premium two-row and specialty malts. Our water originates in the 1,500-square-mile Juneau Ice Field and from more than 90 inches of rainfall each year.",,,
169,beer_Alaskan_Pale,Alaskan Brewing,Alaskan Pale,North American Ale,Golden or Blonde Ale,2010-07-22 20:00:20,5.2,"Golden Ale. A blonde, lighter bodied beer with a floral aroma and a crisp, hoppy finish that's not bitter. The hop character of Alaskan Pale is due to dry hopping by hand during the fermentation process.

A clean, softly malted body with a hint of citrus overtones, followed by a hop-accented dry, crisp finish.

Alaskan Pale is made from glacier-fed water and a generous blend or European and Pacific Northwest hop varieties and premium two-row pale and specialty malts. Our water originates in the 1,500 square-mile Juneau Ice Field and the more than 90 inches or rainfall we receive each year.",,,
